STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,37.3,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2003,42.9,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,39.8,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2004,42.4,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,43.9,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,40.3,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,37.9,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,37.1,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,41.4,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,41.9,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,52.7,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2003,53.5,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,53.8,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,51.6,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,48.6,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,48.9,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,52.1,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2012,50.4,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,53.9,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,49.5,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,49.2,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2010,51.2,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,49.8,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,50.1,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,52.4,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,48.3,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2004,53.3,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,50.7,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2002,53.7,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,53.0,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,29.0,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,23.5,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2003,26.6,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,22.3,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2002,27.3,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,24.0,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2010,21.9,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2012,22.1,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,28.2,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,24.2,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,24.5,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,23.5,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WHO_GHO_NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anemia in pregnant women (aged 15-49),F,Female,_T,All age ranges or no breakdown by age,_T,Total,PT_W_SUB,Percentage of women in the same subgroup,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,25.0,WHO_GHO,Global Health Observatory Indicators,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
