STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2009,0.7,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  2005-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2017,0.8,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  2005-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2005,0.8,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  2005-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Albania multiple indicator cluster survey 2005  final report. Tirana  Albania  Albanian National Institute of Statistics  2008,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2009,0.4,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  2005-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2017,0.9,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  2005-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,_T,Total,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2005,0.8,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  2005-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Albania multiple indicator cluster survey 2005  final report. Tirana  Albania  Albanian National Institute of Statistics  2008,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,_T,Total,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2009,0.6,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  2005-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,_T,Total,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2017,0.8,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  2005-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,1992,0.2,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1992-2019,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Age calculated using alternate methods  Height/length modality (standing/lying) was not collected - Data Source:  Enquête Algérienne sur la santé de la mère et de l'enfant. Office national des statistiques. PAPCHILD surveys. Cairo  Ligue des Etats Arabes  1992,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,1995,0.2,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1992-2019,0,Units,RATIO,Ratio,602,CCYY,"Observation Footnote:  nan - Data Source:  Enquête nationale sur les objectifs de la mi-decennie  ""MDG Algerie""  1995. Alger  Algerie  1996",RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2000,0.8,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1992-2019,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Age calculated using alternate methods - Data Source:  Enquête nationale sur les objectives de la fin décennie santé mère et enfant EDG Algérie 2000 (MICS). Institut National de Santé Publique. République Algérienne Démocratique et Populaire  2001,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2002,0.4,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1992-2019,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Height/length modality (standing/lying) was not collected - Data Source:  Enquête Algérienne sur la santé de la famille-2002  Rapport principal. Alger  Algérie  Agence Nationale de la Documentation en Santé  2004,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2006,0.6,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1992-2019,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Suivi de la situation des enfant et des femmes. Enquête nationale à indicateurs multiples  Rapport principal. MICS3. République Algérienne Démocratique et Populaire  Décembre 2008,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2012,0.5,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1992-2019,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  République Algérienne Démocratiqe et Populaire enquête par grappes à indicateurs mulitples (MICS) 2012-2013. Rapport final. Ministère de la Santé  de la Population et de la Réforme Hospitalière  2015.,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2019,0.6,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1992-2019,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Enquête par grappes à indicateurs multiples [MICS] 2019,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,1992,0.3,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1992-2019,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Age calculated using alternate methods  Height/length modality (standing/lying) was not collected - Data Source:  Enquête Algérienne sur la santé de la mère et de l'enfant. Office national des statistiques. PAPCHILD surveys. Cairo  Ligue des Etats Arabes  1992,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,1995,0.2,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1992-2019,0,Units,RATIO,Ratio,602,CCYY,"Observation Footnote:  nan - Data Source:  Enquête nationale sur les objectifs de la mi-decennie  ""MDG Algerie""  1995. Alger  Algerie  1996",RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2000,0.7,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1992-2019,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Age calculated using alternate methods - Data Source:  Enquête nationale sur les objectives de la fin décennie santé mère et enfant EDG Algérie 2000 (MICS). Institut National de Santé Publique. République Algérienne Démocratique et Populaire  2001,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2002,0.4,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1992-2019,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Height/length modality (standing/lying) was not collected - Data Source:  Enquête Algérienne sur la santé de la famille-2002  Rapport principal. Alger  Algérie  Agence Nationale de la Documentation en Santé  2004,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2006,0.7,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1992-2019,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Suivi de la situation des enfant et des femmes. Enquête nationale à indicateurs multiples  Rapport principal. MICS3. République Algérienne Démocratique et Populaire  Décembre 2008,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2012,0.6,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1992-2019,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  République Algérienne Démocratiqe et Populaire enquête par grappes à indicateurs mulitples (MICS) 2012-2013. Rapport final. Ministère de la Santé  de la Population et de la Réforme Hospitalière  2015.,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,UNICEF_DW_NT_ANT_BAZ_AVG,Mean BMI-for-age,M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2019,0.7,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1992-2019,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Enquête par grappes à indicateurs multiples [MICS] 2019,RA,Reanalysed,PU,Public
