STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,22.03446971844136,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,22.94430071392888,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,23.85358954992429,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,24.76222017604443,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,25.67141723759182,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,26.58131453777191,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,27.4917341128464,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,28.40250514964172,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,29.31384300140855,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2022,30.03409813105628,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,49.13832056342088,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,49.08119774674688,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2002,48.98476556804296,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2003,48.88544575442531,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2004,50.71767778760653,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,52.57833242450734,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,54.46708249740912,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,56.3838433244244,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,58.32847892437619,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,60.30090520090618,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2010,62.30063019021656,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,64.32740260756185,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2012,66.38085203476943,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,68.45983280736301,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,70.5632610188294,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,70.59196988600006,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,70.6165078550165,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,70.63694158989188,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,70.65335162337004,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,70.66585500540756,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,70.6745374149515,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,70.70579506148182,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2022,70.7360679461577,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AND,Andorra,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,90.63999951350188,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AND,Andorra,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,90.64000150398743,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AND,Andorra,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2002,90.64000119079246,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AND,Andorra,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2003,90.64000007953226,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AND,Andorra,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2004,90.64000122695872,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AND,Andorra,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,90.63999807682602,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AND,Andorra,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,90.64000399119446,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AND,Andorra,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,90.64000357406408,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AND,Andorra,WB_CLEAR_JMP_DW_SFMS,People using safely managed service drinking water services (% of pop),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,90.64000377337784,WB_CLEAR,Climate and Economic Analyses for Resilience in Water (CLEAR Water),0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
